BGC,Unit,Spp,ESuit
ICHdwz,ICHdwz/101,Ep,3
ICHdwz,ICHdwz/101,Fd,1
ICHdwz,ICHdwz/101,Hw,2
ICHdwz,ICHdwz/101,Lw,2
ICHdwz,ICHdwz/101,Pl,3
ICHdwz,ICHdwz/101,Pw,1
ICHdwz,ICHdwz/101,Py,3
ICHdwz,ICHdwz/102,Fd,1
ICHdwz,ICHdwz/102,Py,1
ICHdwz,ICHdwz/103,Bg,3
ICHdwz,ICHdwz/103,Fd,1
ICHdwz,ICHdwz/103,Lw,3
ICHdwz,ICHdwz/103,Pl,3
ICHdwz,ICHdwz/103,Pw,2
ICHdwz,ICHdwz/103,Py,2
ICHdwz,ICHdwz/110,At,3
ICHdwz,ICHdwz/110,Bg,1
ICHdwz,ICHdwz/110,Cw,1
ICHdwz,ICHdwz/110,Ep,2
ICHdwz,ICHdwz/110,Fd,2
ICHdwz,ICHdwz/110,Hw,2
ICHdwz,ICHdwz/110,Lw,2
ICHdwz,ICHdwz/110,Pw,1
ICHdwz,ICHdwz/110,Sx,3
ICHdwz,ICHdwz/111,Act,2
ICHdwz,ICHdwz/111,Bg,2
ICHdwz,ICHdwz/111,Cw,1
ICHdwz,ICHdwz/111,Ep,3
ICHdwz,ICHdwz/111,Hw,2
ICHdwz,ICHdwz/111,Sx,2
ICHdwz,ICHdwz/111,Bl,3
ICHmc1,ICHmc1/01,At,2
ICHmc1,ICHmc1/01,Ba,3
ICHmc1,ICHmc1/01,Bl,1
ICHmc1,ICHmc1/01,Ep,2
ICHmc1,ICHmc1/01,Hw,1
ICHmc1,ICHmc1/01,Pl,2
ICHmc1,ICHmc1/01,Sx,1
ICHmc1,ICHmc1/02,At,3
ICHmc1,ICHmc1/02,Bl,3
ICHmc1,ICHmc1/02,Hw,3
ICHmc1,ICHmc1/02,Pl,2
ICHmc1,ICHmc1/03,Act,3
ICHmc1,ICHmc1/03,At,2
ICHmc1,ICHmc1/03,Ba,3
ICHmc1,ICHmc1/03,Bl,1
ICHmc1,ICHmc1/03,Ep,2
ICHmc1,ICHmc1/03,Hw,1
ICHmc1,ICHmc1/03,Pl,3
ICHmc1,ICHmc1/03,Sx,1
ICHmc1,ICHmc1/04,Act,2
ICHmc1,ICHmc1/04,At,2
ICHmc1,ICHmc1/04,Ba,3
ICHmc1,ICHmc1/04,Bl,1
ICHmc1,ICHmc1/04,Ep,2
ICHmc1,ICHmc1/04,Hw,2
ICHmc1,ICHmc1/04,Pl,3
ICHmc1,ICHmc1/04,Sx,1
ICHmc1,ICHmc1/05,Act,1
ICHmc1,ICHmc1/05,At,3
ICHmc1,ICHmc1/05,Ba,3
ICHmc1,ICHmc1/05,Bl,2
ICHmc1,ICHmc1/05,Ep,3
ICHmc1,ICHmc1/05,Pl,3
ICHmc1,ICHmc1/05,Sx,1
ICHmc1,ICHmc1/06,Act,2
ICHmc1,ICHmc1/06,Ba,3
ICHmc1,ICHmc1/06,Bl,2
ICHmc1,ICHmc1/06,Hw,3
ICHmc1,ICHmc1/06,Sx,1
ICHmc1a,ICHmc1a/01,At,3
ICHmc1a,ICHmc1a/01,Ba,1
ICHmc1a,ICHmc1a/01,Bl,3
ICHmc1a,ICHmc1a/01,Cw,4
ICHmc1a,ICHmc1a/01,Ep,3
ICHmc1a,ICHmc1a/01,Hw,1
ICHmc1a,ICHmc1a/01,Pl,1
ICHmc1a,ICHmc1a/01,Sx,1
ICHmc1a,ICHmc1a/02,Act,3
ICHmc1a,ICHmc1a/02,At,3
ICHmc1a,ICHmc1a/02,Ba,1
ICHmc1a,ICHmc1a/02,Bl,3
ICHmc1a,ICHmc1a/02,Cw,4
ICHmc1a,ICHmc1a/02,Ep,3
ICHmc1a,ICHmc1a/02,Hw,2
ICHmc1a,ICHmc1a/02,Pl,2
ICHmc1a,ICHmc1a/02,Sx,1
ICHmc1a,ICHmc1a/03,Ba,1
ICHmc1a,ICHmc1a/03,Bl,2
ICHmc1a,ICHmc1a/03,Cw,4
ICHmc1a,ICHmc1a/03,Hw,2
ICHmc1a,ICHmc1a/03,Pl,3
ICHmc1a,ICHmc1a/03,Sx,1
ICHmc2,ICHmc2/01,At,2
ICHmc2,ICHmc2/01,Ba,3
ICHmc2,ICHmc2/01,Bl,2
ICHmc2,ICHmc2/01,Cw,1
ICHmc2,ICHmc2/01,Ep,2
ICHmc2,ICHmc2/01,Hw,1
ICHmc2,ICHmc2/01,Pl,1
ICHmc2,ICHmc2/01,Sx,1
ICHmc2,ICHmc2/02,At,3
ICHmc2,ICHmc2/02,Ba,3
ICHmc2,ICHmc2/02,Bl,3
ICHmc2,ICHmc2/02,Hw,3
ICHmc2,ICHmc2/02,Pl,2
ICHmc2,ICHmc2/03,Act,3
ICHmc2,ICHmc2/03,At,2
ICHmc2,ICHmc2/03,Ba,3
ICHmc2,ICHmc2/03,Bl,2
ICHmc2,ICHmc2/03,Cw,1
ICHmc2,ICHmc2/03,Ep,2
ICHmc2,ICHmc2/03,Fd,4
ICHmc2,ICHmc2/03,Hw,1
ICHmc2,ICHmc2/03,Lw,4
ICHmc2,ICHmc2/03,Pl,2
ICHmc2,ICHmc2/03,Sx,1
ICHmc2,ICHmc2/04,Act,3
ICHmc2,ICHmc2/04,At,3
ICHmc2,ICHmc2/04,Ba,3
ICHmc2,ICHmc2/04,Bl,2
ICHmc2,ICHmc2/04,Cw,1
ICHmc2,ICHmc2/04,Ep,3
ICHmc2,ICHmc2/04,Fd,4
ICHmc2,ICHmc2/04,Hw,2
ICHmc2,ICHmc2/04,Lw,4
ICHmc2,ICHmc2/04,Pl,2
ICHmc2,ICHmc2/04,Sx,1
ICHmc2,ICHmc2/05,Act,3
ICHmc2,ICHmc2/05,At,2
ICHmc2,ICHmc2/05,Ba,3
ICHmc2,ICHmc2/05,Bl,2
ICHmc2,ICHmc2/05,Cw,1
ICHmc2,ICHmc2/05,Ep,1
ICHmc2,ICHmc2/05,Hw,2
ICHmc2,ICHmc2/05,Pl,2
ICHmc2,ICHmc2/05,Sx,1
ICHmc2,ICHmc2/06,Act,1
ICHmc2,ICHmc2/06,At,3
ICHmc2,ICHmc2/06,Ba,3
ICHmc2,ICHmc2/06,Bl,2
ICHmc2,ICHmc2/06,Cw,1
ICHmc2,ICHmc2/06,Ep,3
ICHmc2,ICHmc2/06,Hw,3
ICHmc2,ICHmc2/06,Pl,2
ICHmc2,ICHmc2/06,Sx,1
ICHmc2,ICHmc2/07,Act,3
ICHmc2,ICHmc2/07,At,3
ICHmc2,ICHmc2/07,Ba,3
ICHmc2,ICHmc2/07,Bl,2
ICHmc2,ICHmc2/07,Cw,2
ICHmc2,ICHmc2/07,Ep,3
ICHmc2,ICHmc2/07,Hw,3
ICHmc2,ICHmc2/07,Pl,3
ICHmc2,ICHmc2/07,Sx,1
ICHmc2,ICHmc2/08,Pl,2
ICHmc2,ICHmc2/08,Sb,2
ICHmc2,ICHmc2/08,Sx,2
ICHmc2,ICHmc2/51,At,3
ICHmc2,ICHmc2/51,Ba,3
ICHmc2,ICHmc2/51,Bl,2
ICHmc2,ICHmc2/51,Ep,3
ICHmc2,ICHmc2/51,Hw,2
ICHmc2,ICHmc2/51,Pl,1
ICHmc2,ICHmc2/51,Sx,2
ICHmc2,ICHmc2/52,Act,2
ICHmc2,ICHmc2/52,At,1
ICHmc2,ICHmc2/52,Ba,3
ICHmc2,ICHmc2/52,Bl,2
ICHmc2,ICHmc2/52,Cw,2
ICHmc2,ICHmc2/52,Ep,1
ICHmc2,ICHmc2/52,Hw,2
ICHmc2,ICHmc2/52,Pl,2
ICHmc2,ICHmc2/52,Sx,1
ICHmc2,ICHmc2/53,Act,2
ICHmc2,ICHmc2/53,At,1
ICHmc2,ICHmc2/53,Ba,3
ICHmc2,ICHmc2/53,Bl,2
ICHmc2,ICHmc2/53,Cw,2
ICHmc2,ICHmc2/53,Ep,1
ICHmc2,ICHmc2/53,Hw,2
ICHmc2,ICHmc2/53,Pl,2
ICHmc2,ICHmc2/53,Sx,1
ICHmc2,ICHmc2/54,Act,2
ICHmc2,ICHmc2/54,At,1
ICHmc2,ICHmc2/54,Ba,3
ICHmc2,ICHmc2/54,Bl,2
ICHmc2,ICHmc2/54,Cw,1
ICHmc2,ICHmc2/54,Ep,1
ICHmc2,ICHmc2/54,Hw,2
ICHmc2,ICHmc2/54,Pl,2
ICHmc2,ICHmc2/54,Sx,1
ICHmk1,ICHmk1/01,Act,3
ICHmk1,ICHmk1/01,At,2
ICHmk1,ICHmk1/01,Bl,2
ICHmk1,ICHmk1/01,Cw,2
ICHmk1,ICHmk1/01,Ep,2
ICHmk1,ICHmk1/01,Fd,2
ICHmk1,ICHmk1/01,Lw,2
ICHmk1,ICHmk1/01,Pl,1
ICHmk1,ICHmk1/01,Py,3
ICHmk1,ICHmk1/01,Sx,2
ICHmk1,ICHmk1/02,Bl,3
ICHmk1,ICHmk1/02,Fd,1
ICHmk1,ICHmk1/02,Pl,1
ICHmk1,ICHmk1/02,Py,3
ICHmk1,ICHmk1/02,Sx,3
ICHmk1,ICHmk1/03,At,3
ICHmk1,ICHmk1/03,Bl,3
ICHmk1,ICHmk1/03,Cw,3
ICHmk1,ICHmk1/03,Ep,3
ICHmk1,ICHmk1/03,Fd,1
ICHmk1,ICHmk1/03,Lw,1
ICHmk1,ICHmk1/03,Pl,1
ICHmk1,ICHmk1/03,Py,3
ICHmk1,ICHmk1/03,Sx,2
ICHmk1,ICHmk1/04,At,3
ICHmk1,ICHmk1/04,Bl,3
ICHmk1,ICHmk1/04,Cw,3
ICHmk1,ICHmk1/04,Ep,2
ICHmk1,ICHmk1/04,Fd,1
ICHmk1,ICHmk1/04,Lw,1
ICHmk1,ICHmk1/04,Pl,1
ICHmk1,ICHmk1/04,Py,3
ICHmk1,ICHmk1/04,Sx,2
ICHmk1,ICHmk1/05,Act,3
ICHmk1,ICHmk1/05,At,2
ICHmk1,ICHmk1/05,Bl,2
ICHmk1,ICHmk1/05,Cw,2
ICHmk1,ICHmk1/05,Ep,2
ICHmk1,ICHmk1/05,Fd,2
ICHmk1,ICHmk1/05,Lw,2
ICHmk1,ICHmk1/05,Pl,1
ICHmk1,ICHmk1/05,Sx,1
ICHmk1,ICHmk1/06,Act,3
ICHmk1,ICHmk1/06,At,2
ICHmk1,ICHmk1/06,Bl,2
ICHmk1,ICHmk1/06,Cw,2
ICHmk1,ICHmk1/06,Ep,2
ICHmk1,ICHmk1/06,Fd,2
ICHmk1,ICHmk1/06,Lw,2
ICHmk1,ICHmk1/06,Pl,2
ICHmk1,ICHmk1/06,Sx,1
ICHmk1,ICHmk1/07,Act,2
ICHmk1,ICHmk1/07,At,3
ICHmk1,ICHmk1/07,Bl,2
ICHmk1,ICHmk1/07,Cw,2
ICHmk1,ICHmk1/07,Ep,3
ICHmk1,ICHmk1/07,Fd,2
ICHmk1,ICHmk1/07,Lw,2
ICHmk1,ICHmk1/07,Pl,2
ICHmk1,ICHmk1/07,Sx,1
ICHmk2,ICHmk2/01,Act,3
ICHmk2,ICHmk2/01,At,2
ICHmk2,ICHmk2/01,Bl,2
ICHmk2,ICHmk2/01,Cw,2
ICHmk2,ICHmk2/01,Ep,2
ICHmk2,ICHmk2/01,Fd,2
ICHmk2,ICHmk2/01,Lw,4
ICHmk2,ICHmk2/01,Pl,1
ICHmk2,ICHmk2/01,Sx,1
ICHmk2,ICHmk2/02,At,3
ICHmk2,ICHmk2/02,Bl,3
ICHmk2,ICHmk2/02,Ep,3
ICHmk2,ICHmk2/02,Fd,1
ICHmk2,ICHmk2/02,Lw,4
ICHmk2,ICHmk2/02,Pl,1
ICHmk2,ICHmk2/02,Sx,3
ICHmk2,ICHmk2/03,At,3
ICHmk2,ICHmk2/03,Bl,3
ICHmk2,ICHmk2/03,Cw,3
ICHmk2,ICHmk2/03,Ep,3
ICHmk2,ICHmk2/03,Fd,1
ICHmk2,ICHmk2/03,Lw,4
ICHmk2,ICHmk2/03,Pl,1
ICHmk2,ICHmk2/03,Sx,2
ICHmk2,ICHmk2/04,At,3
ICHmk2,ICHmk2/04,Bl,2
ICHmk2,ICHmk2/04,Cw,3
ICHmk2,ICHmk2/04,Ep,2
ICHmk2,ICHmk2/04,Fd,1
ICHmk2,ICHmk2/04,Lw,4
ICHmk2,ICHmk2/04,Pl,1
ICHmk2,ICHmk2/04,Sx,2
ICHmk2,ICHmk2/05,Act,3
ICHmk2,ICHmk2/05,At,2
ICHmk2,ICHmk2/05,Bl,2
ICHmk2,ICHmk2/05,Cw,2
ICHmk2,ICHmk2/05,Ep,2
ICHmk2,ICHmk2/05,Fd,2
ICHmk2,ICHmk2/05,Lw,4
ICHmk2,ICHmk2/05,Pl,1
ICHmk2,ICHmk2/05,Sx,1
ICHmk2,ICHmk2/06,Act,2
ICHmk2,ICHmk2/06,At,2
ICHmk2,ICHmk2/06,Bl,1
ICHmk2,ICHmk2/06,Cw,2
ICHmk2,ICHmk2/06,Ep,2
ICHmk2,ICHmk2/06,Fd,2
ICHmk2,ICHmk2/06,Pl,2
ICHmk2,ICHmk2/06,Sx,1
ICHmk3,ICHmk3/01,Act,3
ICHmk3,ICHmk3/01,At,2
ICHmk3,ICHmk3/01,Bl,1
ICHmk3,ICHmk3/01,Cw,1
ICHmk3,ICHmk3/01,Ep,2
ICHmk3,ICHmk3/01,Fd,1
ICHmk3,ICHmk3/01,Pl,1
ICHmk3,ICHmk3/01,Sx,1
ICHmk3,ICHmk3/02,At,3
ICHmk3,ICHmk3/02,Bl,3
ICHmk3,ICHmk3/02,Fd,2
ICHmk3,ICHmk3/02,Pl,2
ICHmk3,ICHmk3/02,Sx,3
ICHmk3,ICHmk3/03,At,3
ICHmk3,ICHmk3/03,Bl,3
ICHmk3,ICHmk3/03,Cw,3
ICHmk3,ICHmk3/03,Fd,1
ICHmk3,ICHmk3/03,Pl,1
ICHmk3,ICHmk3/03,Sx,3
ICHmk3,ICHmk3/04,Act,3
ICHmk3,ICHmk3/04,At,2
ICHmk3,ICHmk3/04,Bl,1
ICHmk3,ICHmk3/04,Cw,1
ICHmk3,ICHmk3/04,Ep,2
ICHmk3,ICHmk3/04,Fd,1
ICHmk3,ICHmk3/04,Pl,2
ICHmk3,ICHmk3/04,Sx,1
ICHmk3,ICHmk3/05,Act,3
ICHmk3,ICHmk3/05,At,2
ICHmk3,ICHmk3/05,Bl,1
ICHmk3,ICHmk3/05,Cw,1
ICHmk3,ICHmk3/05,Pl,1
ICHmk3,ICHmk3/05,Sx,1
ICHmk3,ICHmk3/06,Act,3
ICHmk3,ICHmk3/06,At,2
ICHmk3,ICHmk3/06,Bl,1
ICHmk3,ICHmk3/06,Cw,2
ICHmk3,ICHmk3/06,Ep,2
ICHmk3,ICHmk3/06,Fd,2
ICHmk3,ICHmk3/06,Pl,2
ICHmk3,ICHmk3/06,Sx,1
ICHmk3,ICHmk3/07,Act,2
ICHmk3,ICHmk3/07,Bl,1
ICHmk3,ICHmk3/07,Cw,1
ICHmk3,ICHmk3/07,Pl,2
ICHmk3,ICHmk3/07,Sx,1
ICHmk4,ICHmk4/101,Act,3
ICHmk4,ICHmk4/101,At,2
ICHmk4,ICHmk4/101,Bl,3
ICHmk4,ICHmk4/101,Cw,2
ICHmk4,ICHmk4/101,Ep,2
ICHmk4,ICHmk4/101,Fd,1
ICHmk4,ICHmk4/101,Lw,1
ICHmk4,ICHmk4/101,Pl,3
ICHmk4,ICHmk4/101,Sx,2
ICHmk4,ICHmk4/102,Fd,2
ICHmk4,ICHmk4/102,Lw,3
ICHmk4,ICHmk4/102,Pl,2
ICHmk4,ICHmk4/103,At,2
ICHmk4,ICHmk4/103,Bl,3
ICHmk4,ICHmk4/103,Ep,2
ICHmk4,ICHmk4/103,Fd,1
ICHmk4,ICHmk4/103,Lw,1
ICHmk4,ICHmk4/103,Pl,2
ICHmk4,ICHmk4/103,Sx,2
ICHmk4,ICHmk4/110,Act,2
ICHmk4,ICHmk4/110,At,2
ICHmk4,ICHmk4/110,Bl,2
ICHmk4,ICHmk4/110,Cw,1
ICHmk4,ICHmk4/110,Ep,2
ICHmk4,ICHmk4/110,Fd,3
ICHmk4,ICHmk4/110,Lw,3
ICHmk4,ICHmk4/110,Sx,1
ICHmk4,ICHmk4/111,Act,2
ICHmk4,ICHmk4/111,At,2
ICHmk4,ICHmk4/111,Bl,2
ICHmk4,ICHmk4/111,Cw,1
ICHmk4,ICHmk4/111,Ep,2
ICHmk4,ICHmk4/111,Sx,1
ICHmk4,ICHmk4/112,Act,2
ICHmk4,ICHmk4/112,At,2
ICHmk4,ICHmk4/112,Bl,2
ICHmk4,ICHmk4/112,Cw,2
ICHmk4,ICHmk4/112,Ep,2
ICHmk4,ICHmk4/112,Sx,2
ICHmk5,ICHmk5/101,Act,2
ICHmk5,ICHmk5/101,At,2
ICHmk5,ICHmk5/101,Bl,3
ICHmk5,ICHmk5/101,Cw,2
ICHmk5,ICHmk5/101,Ep,2
ICHmk5,ICHmk5/101,Fd,1
ICHmk5,ICHmk5/101,Lw,2
ICHmk5,ICHmk5/101,Pl,2
ICHmk5,ICHmk5/101,Sx,1
ICHmk5,ICHmk5/102,At,2
ICHmk5,ICHmk5/102,Ep,2
ICHmk5,ICHmk5/102,Fd,2
ICHmk5,ICHmk5/102,Pl,3
ICHmk5,ICHmk5/103,At,2
ICHmk5,ICHmk5/103,Ep,2
ICHmk5,ICHmk5/103,Fd,1
ICHmk5,ICHmk5/103,Lw,2
ICHmk5,ICHmk5/103,Pl,2
ICHmk5,ICHmk5/104,At,2
ICHmk5,ICHmk5/104,Bl,3
ICHmk5,ICHmk5/104,Ep,2
ICHmk5,ICHmk5/104,Fd,1
ICHmk5,ICHmk5/104,Lw,2
ICHmk5,ICHmk5/104,Pl,2
ICHmk5,ICHmk5/104,Sx,2
ICHmk5,ICHmk5/110,Act,2
ICHmk5,ICHmk5/110,At,2
ICHmk5,ICHmk5/110,Bl,2
ICHmk5,ICHmk5/110,Cw,1
ICHmk5,ICHmk5/110,Ep,2
ICHmk5,ICHmk5/110,Fd,2
ICHmk5,ICHmk5/110,Lw,3
ICHmk5,ICHmk5/110,Sx,1
ICHmk5,ICHmk5/111,Act,2
ICHmk5,ICHmk5/111,At,2
ICHmk5,ICHmk5/111,Bl,2
ICHmk5,ICHmk5/111,Ep,2
ICHmk5,ICHmk5/111,Fd,2
ICHmk5,ICHmk5/111,Sx,1
ICHmk5,ICHmk5/112,Act,2
ICHmk5,ICHmk5/112,At,2
ICHmk5,ICHmk5/112,Bl,2
ICHmk5,ICHmk5/112,Cw,2
ICHmk5,ICHmk5/112,Ep,2
ICHmk5,ICHmk5/112,Sx,2
ICHmm,ICHmm/01,At,1
ICHmm,ICHmm/01,Bl,1
ICHmm,ICHmm/01,Cw,1
ICHmm,ICHmm/01,Ep,3
ICHmm,ICHmm/01,Fd,1
ICHmm,ICHmm/01,Hw,1
ICHmm,ICHmm/01,Pl,1
ICHmm,ICHmm/01,Sx,1
ICHmm,ICHmm/02,At,3
ICHmm,ICHmm/02,Bl,3
ICHmm,ICHmm/02,Cw,3
ICHmm,ICHmm/02,Ep,3
ICHmm,ICHmm/02,Fd,1
ICHmm,ICHmm/02,Hw,2
ICHmm,ICHmm/02,Pl,1
ICHmm,ICHmm/02,Sx,3
ICHmm,ICHmm/03,At,3
ICHmm,ICHmm/03,Bl,2
ICHmm,ICHmm/03,Cw,2
ICHmm,ICHmm/03,Ep,3
ICHmm,ICHmm/03,Fd,1
ICHmm,ICHmm/03,Hw,1
ICHmm,ICHmm/03,Pl,1
ICHmm,ICHmm/03,Sx,2
ICHmm,ICHmm/04,Act,3
ICHmm,ICHmm/04,At,3
ICHmm,ICHmm/04,Bl,1
ICHmm,ICHmm/04,Cw,1
ICHmm,ICHmm/04,Ep,3
ICHmm,ICHmm/04,Fd,2
ICHmm,ICHmm/04,Hw,1
ICHmm,ICHmm/04,Pl,2
ICHmm,ICHmm/04,Pw,3
ICHmm,ICHmm/04,Sx,1
ICHmm,ICHmm/05,Act,3
ICHmm,ICHmm/05,At,3
ICHmm,ICHmm/05,Bl,1
ICHmm,ICHmm/05,Cw,1
ICHmm,ICHmm/05,Ep,3
ICHmm,ICHmm/05,Fd,3
ICHmm,ICHmm/05,Hw,1
ICHmm,ICHmm/05,Pl,2
ICHmm,ICHmm/05,Sx,1
ICHmm,ICHmm/06,Act,3
ICHmm,ICHmm/06,Bl,1
ICHmm,ICHmm/06,Cw,1
ICHmm,ICHmm/06,Hw,1
ICHmm,ICHmm/06,Pl,2
ICHmm,ICHmm/06,Sx,1
ICHmm,ICHmm/07,Pl,2
ICHmm,ICHmm/07,Sb,2
ICHmm,ICHmm/07,Sx,2
ICHmm,ICHmm/08,Bl,2
ICHmm,ICHmm/08,Cw,2
ICHmm,ICHmm/08,Hw,2
ICHmm,ICHmm/08,Pl,2
ICHmm,ICHmm/08,Sx,2
ICHmw1,ICHmw1/01,At,2
ICHmw1,ICHmw1/01,Bl,3
ICHmw1,ICHmw1/01,Cw,2
ICHmw1,ICHmw1/01,Ep,2
ICHmw1,ICHmw1/01,Fd,1
ICHmw1,ICHmw1/01,Hw,3
ICHmw1,ICHmw1/01,Lw,4
ICHmw1,ICHmw1/01,Pl,1
ICHmw1,ICHmw1/01,Pw,2
ICHmw1,ICHmw1/01,Sx,2
ICHmw1,ICHmw1/02,At,3
ICHmw1,ICHmw1/02,Bl,3
ICHmw1,ICHmw1/02,Cw,3
ICHmw1,ICHmw1/02,Ep,3
ICHmw1,ICHmw1/02,Fd,1
ICHmw1,ICHmw1/02,Hw,3
ICHmw1,ICHmw1/02,Lw,4
ICHmw1,ICHmw1/02,Pl,2
ICHmw1,ICHmw1/02,Pw,2
ICHmw1,ICHmw1/02,Sx,3
ICHmw1,ICHmw1/03,At,3
ICHmw1,ICHmw1/03,Bl,2
ICHmw1,ICHmw1/03,Cw,3
ICHmw1,ICHmw1/03,Ep,3
ICHmw1,ICHmw1/03,Fd,1
ICHmw1,ICHmw1/03,Hw,3
ICHmw1,ICHmw1/03,Lw,4
ICHmw1,ICHmw1/03,Pl,1
ICHmw1,ICHmw1/03,Pw,2
ICHmw1,ICHmw1/03,Sx,2
ICHmw1,ICHmw1/04,At,3
ICHmw1,ICHmw1/04,Bl,3
ICHmw1,ICHmw1/04,Cw,3
ICHmw1,ICHmw1/04,Ep,2
ICHmw1,ICHmw1/04,Fd,1
ICHmw1,ICHmw1/04,Hw,3
ICHmw1,ICHmw1/04,Lw,4
ICHmw1,ICHmw1/04,Pa,3
ICHmw1,ICHmw1/04,Pl,1
ICHmw1,ICHmw1/04,Pw,2
ICHmw1,ICHmw1/04,Sx,3
ICHmw1,ICHmw1/05,Act,2
ICHmw1,ICHmw1/05,At,3
ICHmw1,ICHmw1/05,Bl,2
ICHmw1,ICHmw1/05,Cw,1
ICHmw1,ICHmw1/05,Ep,2
ICHmw1,ICHmw1/05,Fd,1
ICHmw1,ICHmw1/05,Hw,1
ICHmw1,ICHmw1/05,Pl,2
ICHmw1,ICHmw1/05,Pw,2
ICHmw1,ICHmw1/05,Sx,1
ICHmw1,ICHmw1/06,Act,2
ICHmw1,ICHmw1/06,At,3
ICHmw1,ICHmw1/06,Bl,1
ICHmw1,ICHmw1/06,Cw,1
ICHmw1,ICHmw1/06,Ep,2
ICHmw1,ICHmw1/06,Fd,2
ICHmw1,ICHmw1/06,Hw,1
ICHmw1,ICHmw1/06,Lw,4
ICHmw1,ICHmw1/06,Pl,2
ICHmw1,ICHmw1/06,Pw,2
ICHmw1,ICHmw1/06,Sx,1
ICHmw1,ICHmw1/07,Act,2
ICHmw1,ICHmw1/07,At,3
ICHmw1,ICHmw1/07,Bl,2
ICHmw1,ICHmw1/07,Cw,1
ICHmw1,ICHmw1/07,Ep,2
ICHmw1,ICHmw1/07,Fd,2
ICHmw1,ICHmw1/07,Hw,1
ICHmw1,ICHmw1/07,Pl,2
ICHmw1,ICHmw1/07,Sx,1
ICHmw2,ICHmw2/101,Act,3
ICHmw2,ICHmw2/101,At,2
ICHmw2,ICHmw2/101,Bl,3
ICHmw2,ICHmw2/101,Cw,2
ICHmw2,ICHmw2/101,Ep,2
ICHmw2,ICHmw2/101,Fd,1
ICHmw2,ICHmw2/101,Hw,2
ICHmw2,ICHmw2/101,Lw,1
ICHmw2,ICHmw2/101,Pw,2
ICHmw2,ICHmw2/101,Sx,2
ICHmw2,ICHmw2/102,At,3
ICHmw2,ICHmw2/102,Fd,1
ICHmw2,ICHmw2/102,Lw,2
ICHmw2,ICHmw2/102,Pl,1
ICHmw2,ICHmw2/102,Py,3
ICHmw2,ICHmw2/103,At,2
ICHmw2,ICHmw2/103,Cw,3
ICHmw2,ICHmw2/103,Ep,2
ICHmw2,ICHmw2/103,Fd,1
ICHmw2,ICHmw2/103,Lw,1
ICHmw2,ICHmw2/103,Pl,3
ICHmw2,ICHmw2/103,Pw,3
ICHmw2,ICHmw2/103,Py,3
ICHmw2,ICHmw2/104,At,2
ICHmw2,ICHmw2/104,Bl,3
ICHmw2,ICHmw2/104,Cw,2
ICHmw2,ICHmw2/104,Ep,2
ICHmw2,ICHmw2/104,Fd,1
ICHmw2,ICHmw2/104,Hw,2
ICHmw2,ICHmw2/104,Lw,1
ICHmw2,ICHmw2/104,Pl,3
ICHmw2,ICHmw2/104,Pw,2
ICHmw2,ICHmw2/104,Py,3
ICHmw2,ICHmw2/104,Sx,3
ICHmw2,ICHmw2/110,Act,2
ICHmw2,ICHmw2/110,At,3
ICHmw2,ICHmw2/110,Bl,3
ICHmw2,ICHmw2/110,Cw,1
ICHmw2,ICHmw2/110,Ep,2
ICHmw2,ICHmw2/110,Fd,2
ICHmw2,ICHmw2/110,Hw,2
ICHmw2,ICHmw2/110,Lw,2
ICHmw2,ICHmw2/110,Pw,2
ICHmw2,ICHmw2/110,Sx,2
ICHmw2,ICHmw2/111,Act,2
ICHmw2,ICHmw2/111,At,3
ICHmw2,ICHmw2/111,Bl,2
ICHmw2,ICHmw2/111,Cw,2
ICHmw2,ICHmw2/111,Ep,2
ICHmw2,ICHmw2/111,Fd,3
ICHmw2,ICHmw2/111,Hw,3
ICHmw2,ICHmw2/111,Lw,3
ICHmw2,ICHmw2/111,Pw,2
ICHmw2,ICHmw2/111,Sx,1
ICHmw2,ICHmw2/112,Act,2
ICHmw2,ICHmw2/112,Bl,2
ICHmw2,ICHmw2/112,Cw,2
ICHmw2,ICHmw2/112,Hw,3
ICHmw2,ICHmw2/112,Sx,1
ICHmw2,ICHmw2/113,Act,2
ICHmw2,ICHmw2/113,Bl,2
ICHmw2,ICHmw2/113,Cw,1
ICHmw2,ICHmw2/113,Hw,2
ICHmw2,ICHmw2/113,Sx,1
ICHmw2,ICHmw2/114,Act,2
ICHmw2,ICHmw2/114,Bl,2
ICHmw2,ICHmw2/114,Cw,1
ICHmw2,ICHmw2/114,Hw,2
ICHmw2,ICHmw2/114,Sx,1
ICHmw3,ICHmw3/01,Act,3
ICHmw3,ICHmw3/01,At,2
ICHmw3,ICHmw3/01,Bl,3
ICHmw3,ICHmw3/01,Cw,2
ICHmw3,ICHmw3/01,Ep,2
ICHmw3,ICHmw3/01,Fd,1
ICHmw3,ICHmw3/01,Hw,2
ICHmw3,ICHmw3/01,Lw,4
ICHmw3,ICHmw3/01,Pl,2
ICHmw3,ICHmw3/01,Pw,3
ICHmw3,ICHmw3/01,Sx,2
ICHmw3,ICHmw3/02,Cw,3
ICHmw3,ICHmw3/02,Ep,3
ICHmw3,ICHmw3/02,Fd,1
ICHmw3,ICHmw3/02,Lw,4
ICHmw3,ICHmw3/02,Pl,1
ICHmw3,ICHmw3/02,Pw,3
ICHmw3,ICHmw3/02,Py,3
ICHmw3,ICHmw3/03,At,2
